links	links-href	title	smalltitle	address	locationlink	locationlink-href	prise	details
Natuurhistorisch Museum MaastrMAASTRICHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Natuurhistorisch+Museum+Maastricht/Natuurhistorisch+Museum+Maastricht.aspx	Natuurhistorisch Museum Maastricht MAASTRICHT					Museumkaart	
Museum Stad AppingedamAPPINGEDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Stad+Appingedam/Museum+Stad+Appingedam.aspx	Museum Stad Appingedam APPINGEDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0APPINGEDAM%4053.3203282,6.85767&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Natuurmuseum NijmegenNIJMEGENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Natuurmuseum+Nijmegen/Natuurmuseum+Nijmegen.aspx	Natuurmuseum Nijmegen NIJMEGEN			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0NIJMEGEN%4051.8445895,5.8704008&hl=nl&ie=UTF8&t=m&om=1&z=12"		
JenevermuseumSCHIEDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Jenevermuseum/Nationaal+Jenevermuseum+Schiedam.aspx	Jenevermuseum SCHIEDAM		"Lange Haven  74 - 76
3111CH  SCHIEDAM
				            010 2469676"				
Kasteel HernenHERNENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Hernen/Kasteel+Hernen.aspx	Kasteel Hernen HERNEN					Museumkaart	
Museum HindeloopenHINDELOOPENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Hindeloopen/Museum+Hindeloopen.aspx	Museum Hindeloopen HINDELOOPEN						"Drie eeuwen geleden groeide Hindeloopen uit tot een belangrijke handelsstad. In Museum Hindeloopen zijn de sporen uit het rijke verleden van het voormalige Zuiderzeestadje op een smaakvolle wijze tentoongesteld.
Blikvanger op de eerste verdieping is de audiovisuele ruimte in de vorm van een groot zeilschip. Hier draait een filmpje over de reis van een handelsschip naar Sint Petersburg. Op deze verdieping staat ook een reconstructie van een Hindelooper huis uit omstreeks 1740. Het museum besteedt verder aandacht aan visserij en de ontwikkeling van Hindeloopen. Ook vrouwendracht en het wereldberoemde, beschilderde Hindelooper meubilair komen aan de orde."
Gemeentemuseum Den HaagDEN HAAGDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Gemeentemuseum+Den+Haag/Gemeentemuseum+Den+Haag.aspx	Gemeentemuseum Den Haag DEN HAAG					Museumkaart	
Museum HaarlemHAARLEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Haarlem/Museum+Haarlem.aspx	Museum Haarlem HAARLEM		"Groot Heiligland 47
2011EP  HAARLEM
				            023 5422427"				
Kasteel HoensbroekHOENSBROEKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Hoensbroek/Kasteel+Hoensbroek.aspx	Kasteel Hoensbroek HOENSBROEK		"Klinkertstraat 118
6433PB  HOENSBROEK
				            045 - 5227272"				
Kasteel HernenHERNENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Hernen/Kasteel+Hernen.aspx	Kasteel Hernen HERNEN			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0HERNEN%4051.8345052,5.6762692&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Titus Brandsma MuseumBOLSWARDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Titus+Brandsma+Museum/Titus+Brandsma+Museum.aspx	Titus Brandsma Museum BOLSWARD					Museumkaart	
Museum 'De Tien Malen'PUTTENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+%27De+Tien+Malen%27/Historisch+Museum+De+Tien+Malen.aspx	Museum 'De Tien Malen' PUTTEN					Museumkaart	
Rotterdams Radio MuseumROTTERDAMDe Museumkaart is niet geldig in dit museum	https://www.museumkaart.nl/museum/Rotterdams+Radio+Museum/Rotterdams+Radio+Museum.aspx	Rotterdams Radio Museum ROTTERDAM		"Ceintuurbaan 104 -111
3051KD  ROTTERDAM
				            (010) 461 85 85"				
Dit museum is kidsproofNederlands OpenluchtmuseumARNHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nederlands+Openluchtmuseum/Nederlands+Openluchtmuseum.aspx	Nederlands Openluchtmuseum ARNHEM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0ARNHEM%4052.0081199,5.9072065&hl=nl&ie=UTF8&t=m&om=1&z=12"		
de Appel arts centreAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/de+Appel+arts+centre/de+Appel+arts+centre.aspx	de Appel arts centre AMSTERDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0AMSTERDAM%4052.3734424,4.9062831&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Stedelijk Museum AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stedelijk+Museum+Amsterdam/Stedelijk+Museum+Amsterdam.aspx	Stedelijk Museum Amsterdam AMSTERDAM						"Het Stedelijk Museum Amsterdam is een internationaal instituut, gewijd aan moderne en hedendaagse kunst en vormgeving. De collectie van het museum geldt als één van de belangrijkste verzamelingen moderne en hedendaagse kunst van Europa. Belangrijke stromingen als Bauhaus, de Amsterdamse School, CoBrA, abstract-expressionisme en pop art zijn sterk vertegenwoordigd. Het museum toont beeldende kunst uit de periode 1860 tot nu, met sleutelwerken van onder anderen Vincent van Gogh, Henri Matisse en Piet Mondriaan."
Huis VerwoldeLARENDe Museumkaart is niet geldig in dit museum	https://www.museumkaart.nl/museum/Huis+Verwolde/Huis+Verwolde.aspx	Huis Verwolde LAREN	LAREN					
Streekmuseum KrimpenerwaardKRIMPEN A/D  IJSSELDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Streekmuseum+Krimpenerwaard/Streekmuseum+voor+de+Krimpenerwaard.aspx	Streekmuseum Krimpenerwaard KRIMPEN A/D  IJSSEL	KRIMPEN A/D  IJSSEL					
Huis VerwoldeLARENDe Museumkaart is niet geldig in dit museum	https://www.museumkaart.nl/museum/Huis+Verwolde/Huis+Verwolde.aspx	Huis Verwolde LAREN						"Huis Verwolde neemt u mee op reis naar het verleden. U ziet hier hoe één adellijke familie het huis 200 jaar lang bewoonde. Het bovenhuis is ingericht alsof de vroegere bewoners er elk ogenblik weer kunnen terugkeren. In het onderhuis maakt u middels een interactieve presentatie kennis met de bewoners en hun personeel. Ook kinderen vermaken zich op Verwolde. Ze kunnen op het bed van de huisknecht liggen, een bloemenboeket samenstellen en een monogram op bestek graveren. Door de tuin kunnen ze een speurtocht doen. Het huis bezichtigen kan door deel te nemen aan een rondleiding. Het onderhuis kan ook op eigen gelegenheid worden bezocht. De tuin is vrij toegankelijk."
Nationaal Vlasserij-SuikermuseKLUNDERTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nationaal+Vlasserij-Suikermuseum/Nationaal+Vlasserij-Suikermuseum.aspx	Nationaal Vlasserij-Suikermuseum KLUNDERT					Museumkaart	
"Dolhuys, museum van de geestHAARLEMDit museum accepteert de Museumkaart"	https://www.museumkaart.nl/museum/Dolhuys%2c+museum+van+de+geest/Het+Dolhuys+.aspx	"Dolhuys, museum van de geest HAARLEM"					Museumkaart	
Kasteel HeeswijkHEESWIJK-DINTHERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Heeswijk/Kasteel+Heeswijk.aspx	Kasteel Heeswijk HEESWIJK-DINTHER	HEESWIJK-DINTHER					
de Appel arts centreAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/de+Appel+arts+centre/de+Appel+arts+centre.aspx	de Appel arts centre AMSTERDAM		"Prins Hendrikkade 142
1011AT  AMSTERDAM
				            020 - 62 55 651"				
Noord-Veluws MuseumNUNSPEETDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Noord-Veluws+Museum/Noord-Veluws+Museum.aspx	Noord-Veluws Museum NUNSPEET		"Winckelweg 17a
8071 DN  NUNSPEET
				            0341 250 560"				
DAF MuseumEINDHOVENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/DAF+Museum/DAF+Museum.aspx	DAF Museum EINDHOVEN		"Tongelresestraat 27
5613DA  EINDHOVEN
				            (040) 244 43 64"				
Museumstoomtram Hoorn-MedembliHOORNDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museumstoomtram+Hoorn-Medemblik/Museumstoomtram+Hoorn-Medemblik.aspx	Museumstoomtram Hoorn-Medemblik HOORN						"Een bezoek aan Museumstoomtram Hoorn-Medemblik is een avontuurlijke reis door een andere tijd. De locomotief fluit en de stoker schept kolen op het vuur. Klaar voor vertrek? Museumstoomtram Hoorn-Medemblik vertelt het verhaal van de stoomtram in Nederland. De collectie stoomtramlocomotieven, rijtuigen en wagens wordt getoond op de 20 kilometer lange spoorweg tussen Hoorn en Medemblik uit 1887. Ook de oorspronkelijke stations staan er nog. Tussen de historische Zuiderzeesteden Hoorn en Medemblik rijden de stoomtrams van dorp naar dorp. Tussen Enkhuizen en Medemblik vaart het museumschip 'Friesland' over het IJsselmeer."
Dit museum is kidsproofTechniekmuseum HEIMHENGELODit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Techniekmuseum+HEIM/Techniekmuseum+HEIM.aspx	Techniekmuseum HEIM HENGELO		"Industriestraat  9
7553CK  HENGELO
				            074 2430054"				
Stedelijk Museum AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stedelijk+Museum+Amsterdam/Stedelijk+Museum+Amsterdam.aspx	Stedelijk Museum Amsterdam AMSTERDAM	AMSTERDAM					
Museumstoomtram Hoorn-MedembliHOORNDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museumstoomtram+Hoorn-Medemblik/Museumstoomtram+Hoorn-Medemblik.aspx	Museumstoomtram Hoorn-Medemblik HOORN			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0HOORN%4052.6465143,5.0542784&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Hermitage AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Hermitage+Amsterdam/Hermitage+Amsterdam.aspx	Hermitage Amsterdam AMSTERDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0AMSTERDAM%4052.365312,4.9025421&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Landbouw-Juttersmuseum 'SwartwBUREN-AMELANDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Landbouw-Juttersmuseum+%27Swartwoude%27/Juttersmuseum++Swartwoude.aspx	Landbouw-Juttersmuseum 'Swartwoude' BUREN-AMELAND					Museumkaart	
Touwmuseum 'De Baanschuur'OUDEWATERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Touwmuseum+%27De+Baanschuur%27/Touwmuseum+De+Baanschuur.aspx	Touwmuseum 'De Baanschuur' OUDEWATER					Museumkaart	
SCHUNCKHEERLENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/SCHUNCK/SCHUNCK+Glaspaleis.aspx	SCHUNCK HEERLEN		"Bongerd 18
6411JM  HEERLEN
				            045 - 5772210"				
HeksenwaagOUDEWATERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Heksenwaag/Heksenwaag.aspx	Heksenwaag OUDEWATER		"Leeuweringerstraat 2
3421AC  OUDEWATER
				            (0348) 56 34 00"				
Instituut Collectie KropSTEENWIJKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Instituut+Collectie+Krop/Instituut+Hildo+Krop.aspx	Instituut Collectie Krop STEENWIJK					Museumkaart	
Kasteel HoensbroekHOENSBROEKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Hoensbroek/Kasteel+Hoensbroek.aspx	Kasteel Hoensbroek HOENSBROEK	HOENSBROEK					
Katwijks MuseumKATWIJK AAN ZEEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Katwijks+Museum/Katwijks+Museum.aspx	Katwijks Museum KATWIJK AAN ZEE		"Voorstraat  46
2225ER  KATWIJK AAN ZEE
				            071 4013047"				
Katwijks MuseumKATWIJK AAN ZEEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Katwijks+Museum/Katwijks+Museum.aspx	Katwijks Museum KATWIJK AAN ZEE	KATWIJK AAN ZEE					
Dit museum is kidsproofNationaal Reddingmuseum Dorus DEN HELDERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nationaal+Reddingmuseum+Dorus+Rijkers/Nationaal+Reddingmuseum+Dorus+Rijkers.aspx	Nationaal Reddingmuseum Dorus Rijkers DEN HELDER			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0DEN+HELDER%4052.9584449,4.7686647&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Nationaal Vlasserij-SuikermuseKLUNDERTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nationaal+Vlasserij-Suikermuseum/Nationaal+Vlasserij-Suikermuseum.aspx	Nationaal Vlasserij-Suikermuseum KLUNDERT		"Stoofdijk 1a
4791SH  KLUNDERT
				            0168 401539"				
Heerenveen Museum HEERENVEENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Heerenveen+Museum+/Heerenveen+Museum.aspx	Heerenveen Museum  HEERENVEEN	HEERENVEEN					
Dit museum is kidsproofVerzetsmuseum AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Verzetsmuseum+Amsterdam/Verzetsmuseum+Amsterdam.aspx	Verzetsmuseum Amsterdam AMSTERDAM	AMSTERDAM					
Biesbosch MuseumEilandWERKENDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Biesbosch+MuseumEiland/Biesbosch+MuseumEiland.aspx	Biesbosch MuseumEiland WERKENDAM	WERKENDAM					
Huis ZypendaalARNHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Huis+Zypendaal/Huis+Zypendaal.aspx	Huis Zypendaal ARNHEM					Museumkaart	
Huis ZypendaalARNHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Huis+Zypendaal/Huis+Zypendaal.aspx	Huis Zypendaal ARNHEM						"Huis Zypendaal is een prachtige 18de eeuwse buitenplaats in Arnhem. Een mooi huis met bijgebouwen en een tuin in een groen beekdal, omgeven door stromend water. De interieurdecoratie van het huis is deels nog uit de 18de eeuw. Een voorbeeld is de bijzondere marmeren vloer in de gang, waarin een kettingmotief is ingelegd. Op de hoofdverdieping is het alsof u op bezoek gaat bij de familie Brantsen, die Zypendaal generaties lang bewoonde. In het park rondom huis Zypendaal kunt u heerlijk wandelen, de hond uitlaten of picknicken. De vijvers zijn het leefgebied van onder meer de ijsvogel en grote gele kwikstaart."
Museum SchoklandSCHOKLANDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Schokland/Museum+Schokland.aspx	Museum Schokland SCHOKLAND			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0SCHOKLAND%4052.6349239,5.7774684&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Huis VerwoldeLARENDe Museumkaart is niet geldig in dit museum	https://www.museumkaart.nl/museum/Huis+Verwolde/Huis+Verwolde.aspx	Huis Verwolde LAREN		"Jonker Emilelaan 4
7245TL  LAREN
				            (0573) 40 18 25"				
Portugese Synagoge AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Portugese+Synagoge+Amsterdam/Portugese+Synagoge.aspx	Portugese Synagoge Amsterdam AMSTERDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0AMSTERDAM%4052.3677763,4.9047165&hl=nl&ie=UTF8&t=m&om=1&z=12"		
ZoutmuseumDELDENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Zoutmuseum/Zoutmuseum+Delden.aspx	Zoutmuseum DELDEN						"Het Zoutmuseum staat in het centrum van Delden, waar in 1886 in de tuinen van kasteel Twickel zout in de bodem is aangetroffen. Het museum vertelt de geschiedenis van deze kostbare bodemschat. Ontdek in het Zoutmuseum wat men vroeger met zout deed en waarom het nu nog steeds zo belangrijk is. De basisexpositie belicht verschillende facetten, zoals het ontstaan van zoutlagen, zoutwinning en de symboliek van zout. Tot de collectie behoren ruim tweeduizend zoutvaatjes, waaruit een selectie is te zien in het zoutvatenkabinet. Het allereerste vaatje was een uitgehold stuk brood, maar uiteindelijk ontstond er een grote variatie in vormen en materialen."
Museum DorestadWIJK BIJ DUURSTEDEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Dorestad/Museum+Dorestad.aspx	Museum Dorestad WIJK BIJ DUURSTEDE					Museumkaart	
Dit museum is kidsproofKoninklijk Paleis AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Koninklijk+Paleis+Amsterdam/Koninklijk+Paleis+A%27dam.aspx	Koninklijk Paleis Amsterdam AMSTERDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0AMSTERDAM%4052.3733053,4.8936305&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Biesbosch MuseumEilandWERKENDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Biesbosch+MuseumEiland/Biesbosch+MuseumEiland.aspx	Biesbosch MuseumEiland WERKENDAM					Museumkaart	
Cromhouthuis │ Bijbels MuseumAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Cromhouthuis+%e2%94%82+Bijbels+Museum/Cromhouthuis+%e2%94%82+Bijbels+Museum.aspx	Cromhouthuis │ Bijbels Museum AMSTERDAM		"Herengracht 366-368
1016CH  AMSTERDAM
				            020 6242436"				
Katwijks MuseumKATWIJK AAN ZEEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Katwijks+Museum/Katwijks+Museum.aspx	Katwijks Museum KATWIJK AAN ZEE			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0KATWIJK+AAN+ZEE%4052.2036993,4.3970676&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Portugese Synagoge AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Portugese+Synagoge+Amsterdam/Portugese+Synagoge.aspx	Portugese Synagoge Amsterdam AMSTERDAM	AMSTERDAM					
Kasteel HeeswijkHEESWIJK-DINTHERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Heeswijk/Kasteel+Heeswijk.aspx	Kasteel Heeswijk HEESWIJK-DINTHER		"Kasteel 4
5473VA  HEESWIJK-DINTHER
				            (0413) 29 20 24"				
Stedelijk Museum 's Hertogenbo'S HERTOGENBOSCHDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stedelijk+Museum+%27s+Hertogenbosch/Stedelijk+Museum+s-Hertogenbosch.aspx	Stedelijk Museum 's Hertogenbosch 'S HERTOGENBOSCH						"In een bijzonder gebouw presenteert het museum een programma met internationale uitstraling en ambitie. De kern van de collectie wordt gevormd door sieraden en keramiek van kunstenaars en designers uit de 20e en 21e eeuw. In wisselende presentaties ziet u kunstwerken van onder anderen Pablo Picasso en Lucio Fontana, design van Gijs Bakker en Hella Jongerius en ook werk van veelbelovend jong talent."
SCHUNCKHEERLENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/SCHUNCK/SCHUNCK+Glaspaleis.aspx	SCHUNCK HEERLEN					Museumkaart	
"Maritiem Centrum ""Abraham FockHOLLUM-AMELANDDit museum accepteert de Museumkaart"	https://www.museumkaart.nl/museum/Maritiem+Centrum+%22Abraham+Fock%22/Mar.+Centrum+Abraham+Fock.aspx	"Maritiem Centrum ""Abraham Fock"" HOLLUM-AMELAND"			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0HOLLUM-AMELAND%4053.4430478,5.636914&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Kasteel HoensbroekHOENSBROEKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Hoensbroek/Kasteel+Hoensbroek.aspx	Kasteel Hoensbroek HOENSBROEK			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0HOENSBROEK%4050.9166382,5.9180495&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Nederlands VolksbuurtmuseumUTRECHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nederlands+Volksbuurtmuseum/Nederlands+Volksbuurtmuseum+.aspx	Nederlands Volksbuurtmuseum UTRECHT						Het museum vertelt het verhaal van Nederlandse volksbuurten. Hoe ontstonden ze en wat maakt die wijken zo bijzonder? De geschiedenis van de Utrechtse Wijk C komt hier tot leven. Beleef hoe het was om in de armoedige omstandigheden van rond 1920 te moeten leven in een volksbuurt. Loop rond met een huishoudboekje en kijk of u uitkomt met uw budget. Bezoekers worden aan het denken gezet over de (voor)oordelen over volksbuurten. In de vaste opstelling zijn de originele interieurs opgenomen van bakkerswinkel de Korenschoof en volksdrogisterij Dijkman.
Museum Jan van der TogtAMSTELVEENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Jan+van+der+Togt/Museum+Jan+van+der+Togt.aspx	Museum Jan van der Togt AMSTELVEEN						"Industrieel Jan van der Togt wilde zijn verzameling eigentijdse kunst voor het publiek toegankelijk maken. Het resultaat is een museum met een boeiende vaste collectie van glas- en hedendaagse kunst. In een stijlvol gebouw toont het daaruit een selectie, met werk van onder anderen Ossip Zadkine, Floris Meydam, Andries Copier, Corneille en Sam Francis.
Naast de vaste collectie organiseert Museum Jan van der Togt om de zes weken wisselende tentoonstellingen."
Het Nieuwe InstituutROTTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Het+Nieuwe+Instituut/Het+Nieuwe+Instituut.aspx	Het Nieuwe Instituut ROTTERDAM					Museumkaart	
Amsterdam Pipe MuseumAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Amsterdam+Pipe+Museum/Amsterdam+Pipe+Museum.aspx	Amsterdam Pipe Museum AMSTERDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0AMSTERDAM%4052.3641618,4.8852981&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Rotterdams Radio MuseumROTTERDAMDe Museumkaart is niet geldig in dit museum	https://www.museumkaart.nl/museum/Rotterdams+Radio+Museum/Rotterdams+Radio+Museum.aspx	Rotterdams Radio Museum ROTTERDAM						
Collectie BrandsNIEUW DORDRECHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Collectie+Brands/Collectie+Brands.aspx	Collectie Brands NIEUW DORDRECHT	NIEUW DORDRECHT					
Museum 'De Tien Malen'PUTTENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+%27De+Tien+Malen%27/Historisch+Museum+De+Tien+Malen.aspx	Museum 'De Tien Malen' PUTTEN						"Museum De Tien Malen schetst een beeld van de wijze waarop de mens het Puttense landschap heeft gebruikt, beïnvloed en beheerd. Maak kennis met brinken, engen, kampenlandschappen, woeste gronden en maalschappen. Het museum toont archeologische vondsten uit grafheuvels en grafvelden, maar ook eigentijdse kunstvoorwerpen. Er is een grote verzameling van agrarische en ambachtelijke voorwerpen uit vervlogen tijden. Ook voor kinderen is er van alles te doen. Er is bijvoorbeeld een timmerwerkplaats waar ze kunnen timmeren. De naam van het museum heeft iets te maken met maalschappen. Hoe dat zit, wordt in het museum uitgelegd."
Cube Design MuseumKERKRADEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Cube+Design+Museum/Cube+design+museum.aspx	Cube Design Museum KERKRADE	KERKRADE					
Gemeentemuseum Den HaagDEN HAAGDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Gemeentemuseum+Den+Haag/Gemeentemuseum+Den+Haag.aspx	Gemeentemuseum Den Haag DEN HAAG		"Stadhouderslaan 41
2517HV  DEN HAAG
				            070 338 1111"				
Dit museum is kidsproofTeylers MuseumHAARLEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Teylers+Museum/Teylers+Museum.aspx	Teylers Museum HAARLEM						"Wie de deur van museum aan het Spaarne opent, ziet in één oogopslag wat mensen zo enthousiast maakt. Het museum ademt de authentieke sfeer van de 18e en 19e eeuw - de tijd van de Verlichting. Al sinds 1784 is het publiek hier welkom om te komen kijken naar voorwerpen van kunst en wetenschap. Van machines die elektriciteit opwekken tot miljoenen jaren oude fossielen, historische boeken en munten. Kunstliefhebbers gaan naar Teylers vanwege zijn mooie collectie Hollandse meesters en de wereldberoemde prenten en tekeningen van Rembrandt en Michelangelo. In de moderne vleugel organiseert Teylers Museum tentoonstellingen en presentaties waarin delen van de uitgebreide vaste collectie een hoofdrol spelen, aangevuld met bijzondere bruiklenen."
de Appel arts centreAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/de+Appel+arts+centre/de+Appel+arts+centre.aspx	de Appel arts centre AMSTERDAM					Museumkaart	
Museum BrediusDEN HAAGDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Bredius/Museum+Bredius.aspx	Museum Bredius DEN HAAG					Museumkaart	
De Casteelse PoortWAGENINGENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/De+Casteelse+Poort/Historisch+Museum+De+Casteelse+Poort.aspx	De Casteelse Poort WAGENINGEN					Museumkaart	
Museum BrediusDEN HAAGDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Bredius/Museum+Bredius.aspx	Museum Bredius DEN HAAG			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0DEN+HAAG%4052.0812446,4.3124908&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Dit museum is kidsproofNederlands OpenluchtmuseumARNHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nederlands+Openluchtmuseum/Nederlands+Openluchtmuseum.aspx	Nederlands Openluchtmuseum ARNHEM	ARNHEM					
Amsterdam Pipe MuseumAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Amsterdam+Pipe+Museum/Amsterdam+Pipe+Museum.aspx	Amsterdam Pipe Museum AMSTERDAM					Museumkaart	
Stedelijk Museum AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stedelijk+Museum+Amsterdam/Stedelijk+Museum+Amsterdam.aspx	Stedelijk Museum Amsterdam AMSTERDAM					Museumkaart	
Natuurhistorisch Museum MaastrMAASTRICHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Natuurhistorisch+Museum+Maastricht/Natuurhistorisch+Museum+Maastricht.aspx	Natuurhistorisch Museum Maastricht MAASTRICHT		"De Bosquetplein  6-7
6211KJ  MAASTRICHT
				            043 - 3505490"				
Museum Stad AppingedamAPPINGEDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Stad+Appingedam/Museum+Stad+Appingedam.aspx	Museum Stad Appingedam APPINGEDAM	APPINGEDAM					
